"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
1,535,http://bbs.cehome.com/thread-1145797-1-1.html,挖掘机专区,我爱我挖,柳工,柳工856装载机持续干活变速箱油温110度正常吗？变速箱刚大修几天，水温一直80度不变。,柳工铲车007,2017-11-23,,柳 工 柳 工 856 装载机 持续 干活 变速箱 油温 110 度 正常 吗 ？ 变速箱 刚 大修 几天 ， 水温 一直 80 度 不变 。
1,536,http://bbs.cehome.com/thread-1145795-1-1.html,铁甲娱乐,志同道合,日立136,能直多少钱帮忙估下,18789881989,2017-11-23,以车会友,日立 136 能 直 多少钱 帮忙 估 下
1,537,http://bbs.cehome.com/thread-1145792-1-1.html,挖掘机专区,我爱我挖,斗山75/9c动作慢怎么调,斗山75/9c动作慢怎么调,手机用户auz1389,2017-11-23,,斗山 75/9c 动作 慢 怎么 调 斗山 75/9c 动作 慢 怎么 调
1,538,http://bbs.cehome.com/thread-1145791-1-1.html,挖掘机专区,我爱我挖,小挖,小挖液压泵压力多少合适,18772782337,2017-11-23,,小挖 小挖 液压泵 压力 多少 合适
1,539,http://bbs.cehome.com/thread-1145785-1-1.html,挖掘机专区,我爱我挖,换机,之前买的三一7540万  现在刚满一年机子1700小时想换大点的跟公司换135的现在小机给折三十三万折旧七万划算吗135报价两年分期60万甲友们说说看,手机用户dhjpu48,2017-11-23,,换机 之前 买 的 三一 7540 万    现在 刚满 一年 机子 1700 小时 想 换 大点 的 跟 公司 换 135 的 现在 小 机 给 折 三 十 三万 折旧 七 万 划算 吗 135 报价 两年 分期 60 万 甲 友 们 说说看
1,540,http://bbs.cehome.com/thread-1145783-1-1.html,挖掘机专区,杂谈图库,请问什么时候才有利氏拍卖会,想买台纯二手的机  现在深圳上海国内的水太深买回来的修破产！所以想去拍台纯二手自用！有知道最近拍卖会的告知下！,盘昊洋,2017-11-23,生活杂谈,请问 什么时候 才 有利 氏 拍卖会 想买 台 纯 二手 的 机    现在 深圳 上海 国内 的 水 太深 买回来 的 修 破产 ！ 所以 想去 拍 台 纯 二手 自用 ！ 有 知道 最近 拍卖会 的 告知 下 ！
1,541,http://bbs.cehome.com/thread-1145780-1-1.html,挖掘机专区,我爱我挖,又是一个轮回,,临朐庆爷,2017-11-23,,又是 一个 轮回 
1,542,http://bbs.cehome.com/thread-1145773-1-1.html,挖掘机专区,我爱我挖,干点活不容易,,A挖机小能手,2017-11-23,,干点 活 不容易 
1,543,http://bbs.cehome.com/thread-1145771-1-1.html,挖掘机专区,我爱我挖,管崩了,挖挖挖,A挖机小能手,2017-11-23,,管 崩了 挖 挖 挖
1,544,http://bbs.cehome.com/thread-1145770-1-1.html,铁甲娱乐,轻松一刻,报到、,来看看贴子,爬山铁虎,2017-11-23,,报到 、 来 看看 贴子
1,545,http://bbs.cehome.com/thread-1145768-1-1.html,挖掘机专区,我爱我挖,洗洗睡哇,洗洗睡吧,辛苦的老李,2017-11-23,,洗洗 睡 哇 洗洗 睡 吧
1,546,http://bbs.cehome.com/thread-1145766-1-1.html,挖掘机专区,我爱我挖,〔一起来，就现在〕有钱的捧个钱场，没钱的捧个人场,,挖时,2017-11-23,,〔 一 起来 ， 就 现在 〕 有钱 的 捧 个 钱 场 ， 没钱 的 捧 个人 场 
1,547,http://bbs.cehome.com/thread-1145765-1-1.html,挖掘机专区,我爱我挖,累,累了困了想睡觉,手机用户ZlAUs9O,2017-11-23,,累 累了 困了 想 睡觉
1,548,http://bbs.cehome.com/thread-1145764-1-1.html,挖掘机专区,我爱我挖,今天一个兄弟来工地上玩，对我说:你不枯燥！？,这么多年习惯了，一天两包烟，听着歌，够了！人不死终会出头，年轻拼一次吧，别让以后没故事给孩子说。哈哈，同行给点力啊！加油！,川挖小胖,2017-11-23,,今天 一个 兄弟 来 工 地上 玩 ， 对我说 : 你 不 枯燥 ！ ？ 这么 多年 习 惯了 ， 一天 两包 烟 ， 听着 歌 ， 够了 ！ 人 不死 终会 出头 ， 年轻 拼 一次 吧 ， 别让 以后 没 故事 给 孩子 说 。 哈哈 ， 同行 给点 力 啊 ！ 加油 ！
1,549,http://bbs.cehome.com/thread-1145762-1-1.html,挖掘机专区,我爱我挖,签到，抽奖,又中10币，没的说。多会能中个东西呀！感恩节就这样,米小米,2017-11-23,,签到 ， 抽奖 又 中 10 币 ， 没 的 说 。 多会 能 中 个 东西 呀 ！ 感恩节 就这样
1,550,http://bbs.cehome.com/thread-1145761-1-1.html,我与工程机械,起重设备,【维修往事】没有铁甲问答指导，修车走了很多弯路,发表者保证此贴图片和事情绝对的真实性设备的基本情况：品牌和型号是宇通牌400履带起重机。故障：憋车和高温。维修地点：沙漠里自己修理。维修时间与费用：一环扣一环几个月，费用是没少花钱。因为司机经常在机器高温状态就熄火造成涡轮增压过早损坏，工期紧都是拆了标牌去买的配件。换了涡轮不久又存在机器重负荷后憋车，怀疑是工地油品问题又校油泵校完油泵还是憋车，拆了调大油量还是憋车，换了另一台正在施工的油泵还是憋车，最后发现了是靠近中冷的卡环错位引起的高温后露气《是这字上方的进气管，不是错字压着的那个排气管》环境太差也没带沙漠空滤和司机的高温熄火低温大油门，导致了烧机油，基本上一天加18升左右。寸土寸金，都在抢着干活，好在机油压力还能维持住，所以机油尺被喷走了找回来铁丝绑住拉环继续施工，等到这期工程结束修理。修理的时候就拍了下燃烧室的图片，其它就根本没有时间，气门罩盖必须赶在沙尘暴来袭之前扣好，修好之后第二天简单试车一切正常。mmp的刚动开没几下旋转减速机立轴断了，修理减速机不是重点，满地都是放点用的袋子才是看点，也为高温埋下了隐患。刚到老家又打电话说是3缸缸垫子有一点点渗水，头皮麻了，为嘛修过的发动机怀里的这个缸盖螺丝力度老是差一点点啊。坐了一天车到工地，后半夜换好垫子试车还是高温，塑料叶片全部完好，自动张紧也没坏，等我拉来氧气瓶吹散热器的时候才找到原因，由于这款发动机在夯机上设计的是吸风散热，把袋子通过中冷散热片底部全部吸到水箱散热片上造成的高温，拿掉几个袋子后水温正常。作为一个有机械维修**的学徒，一个被机械行业耽搁的电竞王者，由于一直缺乏修理工必备的严谨性，现在还是非著名而且不专业，所以很苦恼。希望大家在维修的同时一定要细心，重要部位必须亲自检查。理想中的维修行业就是统统拆到修理厂修，不要在工地累死累活加班加点的修，修理工又不是机器人。,常林小松,2017-11-23,履带吊,【 维修 往事 】 没有 铁甲 问答 指导 ， 修车 走了 很多 弯路 发表 者 保证 此 贴 图片 和 事情 绝对 的 真实性 设备 的 基本情况 ： 品牌 和 型号 是 宇通 牌 400 履带 起重机 。 故障 ： 憋 车 和 高温 。 维修 地点 ： 沙漠 里 自己 修理 。 维修 时间 与 费用 ： 一环扣一环 几个月 ， 费 用是 没 少 花钱 。 因为 司机 经 常在 机器 高温 状态 就 熄火 造成 涡轮 增压 过早 损坏 ， 工期紧 都是 拆 了 标牌 去 买 的 配件 。 换了 涡轮 不久 又 存在 机 器重 负荷 后 憋 车 ， 怀 疑是 工地 油品 问题 又 校 油泵 校 完 油泵 还是 憋 车 ， 拆 了 调 大 油量 还是 憋 车 ， 换了 另一台 正在 施工 的 油泵 还是 憋 车 ， 最后 发现了 是 靠近 中 冷 的 卡环 错位 引起 的 高温 后 露 气 《 是 这 字 上方 的 进 气管 ， 不是 错字 压着 的 那个 排气管 》 环境 太差 也 没带 沙漠 空滤 和 司机 的 高温 熄火 低温 大 油门 ， 导致 了 烧 机油 ， 基本上 一天 加 18 升 左右 。 寸土寸金 ， 都在 抢着 干活 ， 好在 机油 压力 还能 维持 住 ， 所以 机 油尺 被 喷 走了 找回来 铁丝 绑住 拉环 继续 施工 ， 等到 这期 工程 结束 修理 。 修理 的 时候 就 拍了 下 燃烧室 的 图片 ， 其 它就 根本 没 有时间 ， 气门 罩盖 必须 赶在 沙尘暴 来袭 之前 扣好 ， 修好 之后 第二天 简单 试车 一切正常 。 mmp 的 刚 动 开 没 几下 旋转 减速机 立轴 断了 ， 修理 减速机 不是 重点 ， 满地 都是 放点 用 的 袋子 才是 看点 ， 也 为 高温 埋 下了 隐患 。 刚到 老家 又 打电话 说是 3 缸 缸 垫子 有 一点点 渗水 ， 头皮 麻 了 ， 为 嘛 修 过 的 发动机 怀里 的 这个 缸盖 螺丝 力度 老是 差 一点点 啊 。 坐了 一 天车 到 工地 ， 后半夜 换好 垫子 试车 还是 高温 ， 塑料 叶片 全部 完好 ， 自动 张 紧 也 没 坏 ， 等我 拉来 氧气瓶 吹 散热器 的 时候 才 找到 原因 ， 由于 这款 发动机 在 夯 机上 设计 的 是 吸 风 散热 ， 把 袋子 通过 中 冷 散热片 底部 全部 吸到 水箱 散热片 上 造成 的 高温 ， 拿掉 几个 袋子 后 水温 正常 。 作为 一个 有 机械 维修 ** 的 学徒 ， 一个 被 机械行业 耽搁 的 电 竞 王者 ， 由于 一直 缺乏 修理工 必备 的 严谨性 ， 现在 还 是非 著名 而 且不 专业 ， 所以 很 苦恼 。 希望 大家 在 维修 的 同时 一 定要 细心 ， 重要 部位 必须 亲自 检查 。 理想 中 的 维修 行业 就是 统统 拆到 修理厂 修 ， 不 要在 工地 累死累活 加班加点 的 修 ， 修理工 又不是 机器人 。
1,551,http://bbs.cehome.com/thread-1145760-1-1.html,我与工程机械,资料分享,有没有打不起款的小挖机,有没有打不起款的小挖机。我想接一台,13618566627,2017-11-23,神钢,有没有 打 不 起 款 的 小 挖机 有没有 打 不 起 款 的 小 挖机 。 我 想接 一台
1,552,http://bbs.cehome.com/thread-1145757-1-1.html,挖掘机专区,我爱我挖,艺高人胆大，老司机百米陡坡滑下，平稳着陆！,,李小强01,2017-11-23,使用报告,艺高人胆大 ， 老 司机 百米 陡坡 滑下 ， 平稳 着陆 ！ 
1,553,http://bbs.cehome.com/thread-1145755-1-1.html,挖掘机专区,我爱我挖,卡特,谁有卡特挖机电气系统的资料跪求,手机用户chsu234,2017-11-23,,卡特 谁有 卡特 挖机 电气系统 的 资料 跪求
1,554,http://bbs.cehome.com/thread-1145753-1-1.html,挖掘机专区,我爱我挖,sis,谁有sis能给我一份吗，事成必定重谢,手机用户chsu234,2017-11-23,,sis 谁有 sis 能 给我 一份 吗 ， 事 成 必定 重谢
1,555,http://bbs.cehome.com/thread-1145752-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】高手拆烟囱,,15993089607,2017-11-23,,【 一 起来   就 现在 】 高手 拆 烟囱 
1,556,http://bbs.cehome.com/thread-1145748-1-1.html,挖掘机专区,我爱我挖,我的票没了,真的,开挖机的小伙子啊,2017-11-23,,我 的 票 没了 真的
1,557,http://bbs.cehome.com/thread-1145743-1-1.html,挖掘机专区,我爱我挖,车标一套,谁知道要多少天才能到江西？,努力有收获,2017-11-23,,车标 一套 谁知道 要 多少 天才 能到 江西 ？
1,558,http://bbs.cehome.com/thread-1145740-1-1.html,挖掘机专区,我爱我挖,头一次看到，这车，牛,,Mr . Gao,2017-11-23,,头一次 看到 ， 这车 ， 牛 
1,559,http://bbs.cehome.com/thread-1145739-1-1.html,挖掘机专区,我爱我挖,油门马达,PC-200-6的多少钱？,努力有收获,2017-11-23,,油门 马达 PC-200-6 的 多少钱 ？
1,560,http://bbs.cehome.com/thread-1145730-1-1.html,挖掘机专区,我爱我挖,JCB哪国的货,杰西博是哪国的车，用着怎么样？有知道的探讨一下,铁甲铁粉669,2017-11-23,,JCB 哪国 的 货 杰 西 博 是 哪国 的 车 ， 用着 怎么样 ？ 有 知道 的 探讨 一下
1,561,http://bbs.cehome.com/thread-1145727-1-1.html,挖掘机专区,我爱我挖,深圳凤凰城,有没有甲友在深圳凤凰城买过机子的，那边的车怎么样啊？我是新疆的甲友,18096902958,2017-11-23,,深圳 凤凰 城 有没有 甲 友 在 深圳 凤凰 城 买过 机子 的 ， 那边 的 车 怎么样 啊 ？ 我 是 新疆 的 甲 友
1,562,http://bbs.cehome.com/thread-1145723-1-1.html,挖掘机专区,我爱我挖,电路帖子好少,为什么挖机修电路的帖子那么少你们又遇到什么电路问题,铁甲 阿伟,2017-11-23,,电路 帖子 好少 为什么 挖 机修 电路 的 帖子 那么 少 你们 又 遇到 什么 电路 问题
1,563,http://bbs.cehome.com/thread-1145722-1-1.html,挖掘机专区,我爱我挖,威克诺森17 烧保险后全车没动作,就是F4  保险烧  然后就是  全车没动作  喇叭线已经拆掉了还是烧保险    应该是电磁阀门坏了不供油  有人遇到过吗,威克诺森17,2017-11-23,,威 克 诺 森 17  烧 保险 后 全车 没 动作 就是 F4   保险 烧    然后 就是    全车 没 动作    喇叭线 已经 拆 掉了 还是 烧 保险      应该是 电磁 阀门 坏了 不 供油    有人 遇到过 吗
1,564,http://bbs.cehome.com/thread-1145720-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】来加班啊,我搞不动这个啊,柒纷壞,2017-11-23,,【 一 起来   就 现在 】 来 加班 啊 我 搞 不动 这个 啊
1,565,http://bbs.cehome.com/thread-1145719-1-1.html,挖掘机专区,选购询价,想买小松PC60-8 询价,坐标山东烟台。,15610019666,2017-11-23,6-12吨,想买 小松 PC60-8  询 价 坐标 山东 烟台 。
1,566,http://bbs.cehome.com/thread-1145717-1-1.html,挖掘机专区,我爱我挖,卡特320c速度快慢调整,我的320速度不稳定正常干活中不给动作几秒速度就上去了。慢时候大蹦负荷声音特别清  快的时候声音特别闷  。这毛病持续了3月到现在早上热车能突然快2  3秒钟,h359036571,2017-11-23,,卡特 320c 速度 快慢 调整 我 的 320 速度 不稳定 正常 干活 中 不给 动作 几秒 速度 就上 去了 。 慢 时候 大 蹦 负荷 声音 特别 清    快 的 时候 声音 特别 闷    。 这 毛病 持续 了 3 月 到现在 早上 热 车 能 突然 快 2  3 秒钟
1,567,http://bbs.cehome.com/thread-1145713-1-1.html,挖掘机专区,我爱我挖,签到,,山区小城市,2017-11-23,,签到 
1,568,http://bbs.cehome.com/thread-1145709-1-1.html,挖掘机专区,选购询价,欢迎老司机进来指点！,准备入手小挖机一辆，没啥经验，三一60，云南报价33两年，34三年，不知贵不贵，还有没上下过板车，拖车准备就用自家的小翻斗车。本来看好65，75的，但是感觉鸭梨大多了。,马车夫司机耀哥,2017-11-23,机型对比,欢迎 老 司机 进来 指点 ！ 准备 入手 小 挖机 一辆 ， 没啥 经验 ， 三一 60 ， 云南 报价 33 两年 ， 34 三年 ， 不知 贵 不贵 ， 还有 没上 下过 板车 ， 拖车 准备 就用 自家 的 小 翻斗车 。 本来 看好 65 ， 75 的 ， 但是 感觉 鸭梨 大 多了 。
1,569,http://bbs.cehome.com/thread-1145704-1-1.html,挖掘机专区,我爱我挖,请教大家个问题。,早上发动机子的时候。要慢二三秒才打叫是什么问题，直喷机,进口卡特311。,2017-11-23,,请教 大家 个 问题 。 早上 发动 机子 的 时候 。 要 慢 二 三秒 才 打 叫 是 什么问题 ， 直喷 机
1,570,http://bbs.cehome.com/thread-1145703-1-1.html,挖掘机专区,我爱我挖,求助,请问卡特320d的回转支撑胶条是怎么换的  要把上部分拆开才能换吗,手机用户admopr7,2017-11-23,,求助 请问 卡特 320d 的 回转 支撑 胶 条 是 怎么 换 的    要把 上 部分 拆开 才能 换 吗
1,571,http://bbs.cehome.com/thread-1145701-1-1.html,挖掘机专区,我爱我挖,卡特,出售，307.313.324.329.349.315，感兴趣老板跟我联系18112674255,伤心的我,2017-11-23,,卡特 出售 ， 307.313.324.329.349.315 ， 感兴趣 老板 跟我 联系 18112674255
1,572,http://bbs.cehome.com/thread-1145699-1-1.html,,,,,,,, 
1,573,http://bbs.cehome.com/thread-1145696-1-1.html,挖掘机专区,杂谈图库,哈哈！中奖啦！,中奖啦。。。,18781966939,2017-11-23,生活杂谈,哈哈 ！ 中奖 啦 ！ 中奖 啦 。 。 。
1,574,http://bbs.cehome.com/thread-1145694-1-1.html,我与工程机械,故障咨询,有玉柴85-8的师傅进来看看！,我有台玉柴85-8的机子！康明斯B3.3的发动机！东芝的主泵液压系统！空载不做动作转速正常！一做动作发动机比空载掉速300多转！尾气伴有淡淡的黑烟！尤其是动行走的时候！请问哪位玉柴机主有过和我机器一样的毛病！什么原因！怎么解决的！请教各位了！谢谢！,柳工908C,2017-11-23,转速不稳,有 玉柴 85-8 的 师傅 进来 看看 ！ 我 有 台 玉柴 85-8 的 机子 ！ 康明斯 B3.3 的 发动机 ！ 东芝 的 主 泵 液压 系统 ！ 空载 不做 动作 转速 正常 ！ 一做 动作 发动机 比 空载 掉 速 300 多 转 ！ 尾气 伴有 淡淡的 黑烟 ！ 尤其是 动 行走 的 时候 ！ 请问 哪位 玉柴 机主 有过 和我 机器 一样 的 毛病 ！ 什么原因 ！ 怎么 解决 的 ！ 请教 各位 了 ！ 谢谢 ！
1,575,http://bbs.cehome.com/thread-1145692-1-1.html,挖掘机专区,我爱我挖,新源70小挖价格,老铁们，都说说你们那边新源70履挖价格是多少,手机用户ckpw578,2017-11-23,,新源 70 小挖 价格 老 铁 们 ， 都 说说 你们 那边 新源 70 履 挖 价格 是多少
1,576,http://bbs.cehome.com/thread-1145689-1-1.html,挖掘机专区,我爱我挖,学徒路过,师傅说我现在半会半不会上车的机会是多了，下雨好几天啦！也休息了好几天。整天在花钱，但也没工资抽抽烟花销太大了。还有两个多月就过年了，不知道老板给不给买点衣服钱。。。。,坎坷无奈的学徒,2017-11-23,,学徒 路过 师傅 说 我 现在 半 会 半 不会 上车 的 机 会是 多了 ， 下雨 好几天 啦 ！ 也 休息 了 好几天 。 整天 在 花钱 ， 但也 没 工资 抽 抽烟 花销 太大 了 。 还有 两个 多月 就 过年 了 ， 不知道 老板 给 不给 买点 衣服 钱 。 。 。 。
1,577,http://bbs.cehome.com/thread-1145685-1-1.html,我与工程机械,故障咨询,神钢250全车没动作,神钢250超8打着火的时候烟筒下有一阵异响后来就没了然后准备干活就发现全车没动作就能着车,手机用户I65JJje,2017-11-23,,神钢 250 全车 没 动作 神钢 250 超 8 打 着火 的 时候 烟筒 下有 一阵 异 响 后 来就 没了 然后 准备 干活 就 发现 全车 没 动作 就能 着 车
1,578,http://bbs.cehome.com/thread-1145683-1-1.html,挖掘机专区,我爱我挖,空调难吹呀,去年装的整套空调  用半年就开始坏了，刚开始散热网螺丝松了磨破了，  换网，  几个月后又漏冷煤  压缩机管头漏，  换了管头半个月  散热网管头O形圈又漏  怀疑油封质量不好  换了个挖机O形圈顶两星期过后又漏了  靠，见鬼了……,天天尽头,2017-11-23,,空调 难 吹 呀 去年 装 的 整套 空调    用 半年 就 开始 坏了 ， 刚开始 散热 网 螺丝 松了 磨 破了 ，    换 网 ，    几个月 后又 漏 冷 煤    压缩机 管 头 漏 ，    换了 管 头 半个月    散热 网管 头 O 形 圈 又 漏    怀疑 油封 质量 不好    换了 个 挖机 O 形 圈 顶 两 星期 过 后又 漏了    靠 ， 见鬼 了 … …
1,579,http://bbs.cehome.com/thread-1145682-1-1.html,挖掘机专区,我爱我挖,小松200-8第一代电喷发动机,哪位好心人帮忙告诉我小松挖掘机每次保养后，怎么样把显示屏上的小时数清零，这样可以好知道下次保养时间,手机用户ilpxy37,2017-11-23,,小松 200-8 第一代 电喷 发动机 哪位 好心人 帮忙 告诉我 小松 挖掘机 每次 保养 后 ， 怎么样 把 显示屏 上 的 小 时数 清零 ， 这样 可以 好 知道 下次 保养 时间
1,580,http://bbs.cehome.com/thread-1145680-1-1.html,挖掘机专区,我爱我挖,干,,韩营挖掘机出租,2017-11-23,,干 
1,581,http://bbs.cehome.com/thread-1145679-1-1.html,我与工程机械,混凝土设备,搅拌罐,,各种发动机及配件,2017-11-23,罐车,搅拌罐 
1,582,http://bbs.cehome.com/thread-1145673-1-1.html,挖掘机专区,我爱我挖,漂亮吗,,六安挖机手,2017-11-23,,漂亮 吗 
1,583,http://bbs.cehome.com/thread-1145670-1-1.html,挖掘机专区,我爱我挖,住友行走冷机总跳怠速,大师们，120-3油温低70度总跳怠速怎么回事，最近天冷做半天油温不起，行走烦死，要动下动作,广西pcc200,2017-11-23,,住友 行走 冷 机 总 跳 怠 速 大师 们 ， 120-3 油温 低 70 度 总 跳 怠 速 怎么回事 ， 最近 天冷 做 半天 油温 不 起 ， 行走 烦死 ， 要 动 下 动作
1,584,http://bbs.cehome.com/thread-1145667-1-1.html,挖掘机专区,我爱我挖,抽奖啦,3次才10个币,小小勾机郎,2017-11-23,,抽奖 啦 3 次 才 10 个 币
1,585,http://bbs.cehome.com/thread-1145665-1-1.html,挖掘机专区,我爱我挖,招日立210挖机师父一名,招日立210挖机师父13807967478,CAT30666,2017-11-23,,招 日立 210 挖机 师父 一名 招 日立 210 挖机 师父 13807967478
1,586,http://bbs.cehome.com/thread-1145664-1-1.html,挖掘机专区,杂谈图库,【一起来 就现在】第一次看见乡里还有法院。,第一次看到农村，乡里还有法院。,铁甲小隆,2017-11-23,,【 一 起来   就 现在 】 第一次 看见 乡里 还有 法院 。 第一次 看到 农村 ， 乡里 还有 法院 。
1,587,http://bbs.cehome.com/thread-1145663-1-1.html,挖掘机专区,我爱我挖,小菜一碟,,手机用户dgjkm56,2017-11-23,,小菜一碟 
1,588,http://bbs.cehome.com/thread-1145659-1-1.html,挖掘机专区,我爱我挖,近距离拍摄拆房视频,,手机用户ejkvy37,2017-11-23,,近距离 拍摄 拆房 视频 
1,589,http://bbs.cehome.com/thread-1145657-1-1.html,挖掘机专区,我爱我挖,无聊,每天都是为了积分而发帖。而且这都成了普遍现象了，很久没看到大神发高质量的帖子了。就好像以前有个学者说，随着摄影，照相的流行，文字文学会越来越匮乏。还记得读书时，背影那篇文章吗，如果那时候有手机，他还会写这么动人的文章吗，估计就是随手一拍发到朋友圈了。还有荷塘月色，看着能让人有身临其境的感觉，如果有手机，估计就不会有这传世之作了！,雷影,2017-11-23,,无聊 每天 都 是为了 积分 而 发帖 。 而且 这都 成了 普遍现象 了 ， 很久 没看到 大神 发 高质量 的 帖子 了 。 就好像 以 前有 个 学者 说 ， 随着 摄影 ， 照相 的 流行 ， 文字 文 学会 越来越 匮乏 。 还记得 读书 时 ， 背影 那 篇文章 吗 ， 如果 那时候 有 手机 ， 他 还 会写 这么 动人 的 文章 吗 ， 估计 就是 随手 一拍 发到 朋友圈 了 。 还有 荷塘月色 ， 看着 能让 人 有 身临其境 的 感觉 ， 如果有 手机 ， 估计 就不会 有这 传世 之 作了 ！
1,590,http://bbs.cehome.com/thread-1145653-1-1.html,挖掘机专区,我爱我挖,安全第一，兄弟们。,,手机用户ejkvy37,2017-11-23,,安全 第一 ， 兄弟们 。 
1,591,http://bbs.cehome.com/thread-1145652-1-1.html,,,,,,,, 
1,592,http://bbs.cehome.com/thread-1145649-1-1.html,挖掘机专区,我爱我挖,施工员不会开挖机非得开，现在好了！,呵呵,手机用户bdghl58,2017-11-23,维修改装,施工员 不会 开 挖机 非得 开 ， 现在 好了 ！ 呵呵
1,593,http://bbs.cehome.com/thread-1145648-1-1.html,挖掘机专区,我爱我挖,5个币,,吉野,2017-11-23,,5 个 币 
1,594,http://bbs.cehome.com/thread-1145647-1-1.html,挖掘机专区,我爱我挖,这个村子路面要铺沥青啦,,小林哥,2017-11-23,,这个 村子 路面 要 铺 沥青 啦 
1,595,http://bbs.cehome.com/thread-1145646-1-1.html,挖掘机专区,我爱我挖,今天的工作,一天到晚就是挖坑……,15936600342,2017-11-23,,今天 的 工作 一天到晚 就是 挖坑 … …
1,596,http://bbs.cehome.com/thread-1145645-1-1.html,我与工程机械,故障咨询,看看柳工挖机915多路阀什么问题,看看柳工挖机915多路阀什么问题,lanlin,2017-11-23,其他液压泵/阀问题,看看 柳 工 挖机 915 多路 阀 什么问题 看看 柳 工 挖机 915 多路 阀 什么问题
1,597,http://bbs.cehome.com/thread-1145643-1-1.html,挖掘机专区,我爱我挖,不容易啊，感恩节让中个二等奖！,抽奖也是第一次中10个币，以前都是5个，今天是走运了？！,友友家的神钢230,2017-11-23,,不容易 啊 ， 感恩节 让 中 个 二等奖 ！ 抽奖 也是 第一次 中 10 个 币 ， 以前 都是 5 个 ， 今天是 走运 了 ？ ！
1,598,http://bbs.cehome.com/thread-1145641-1-1.html,挖掘机专区,我爱我挖,屋基挖的怎么样,,青天大老爷,2017-11-23,,屋基 挖 的 怎么样 
1,599,http://bbs.cehome.com/thread-1145639-1-1.html,,,,,,,, 
1,600,http://bbs.cehome.com/thread-1145638-1-1.html,挖掘机专区,我爱我挖,加班,加班中,17680268699,2017-11-23,,加班 加班 中
1,601,http://bbs.cehome.com/thread-1145637-1-1.html,互通有无,配件广告专区,求购此小松。或代替件，修理包。,,推土机专家,2017-11-23,,求购 此 小松 。 或 代替 件 ， 修理包 。 
1,602,http://bbs.cehome.com/thread-1145635-1-1.html,我与工程机械,故障咨询,柳工挖机915D大臂油缸,大螺帽是多大的,lanlin,2017-11-23,其他油缸问题,柳 工 挖机 915D 大 臂 油缸 大 螺帽 是 多大 的
1,603,http://bbs.cehome.com/thread-1145634-1-1.html,我与工程机械,故障咨询,请问柳工915挖机的机油感应器在哪个位置,请问柳工915挖机的机油感应器在哪个位置,lanlin,2017-11-23,其他问题,请问 柳 工 915 挖机 的 机油 感应器 在 哪个 位置 请问 柳 工 915 挖机 的 机油 感应器 在 哪个 位置
1,604,http://bbs.cehome.com/thread-1145632-1-1.html,挖掘机专区,我爱我挖,上一天班,休息很久，干一天活，也觉得时间过的很快,江西高安破晓,2017-11-23,,上 一天 班 休息 很久 ， 干 一天 活 ， 也 觉得 时间 过 的 很快
1,605,http://bbs.cehome.com/thread-1145630-1-1.html,挖掘机专区,我爱我挖,我是挖机汉，加班加点干！抱怨两句，竟被老板罚干这个… ...,,铁甲大史,2017-11-23,,我 是 挖机 汉 ， 加班加点 干 ！ 抱怨 两句 ， 竟被 老板 罚 干 这个 …  ... 
1,606,http://bbs.cehome.com/thread-1145628-1-1.html,挖掘机专区,我爱我挖,累啊,60破碎15挖土，这一天累个半死，,丛小炜,2017-11-23,,累 啊 60 破碎 15 挖土 ， 这一天 累 个 半死 ，
1,607,http://bbs.cehome.com/thread-1145626-1-1.html,挖掘机专区,我爱我挖,刷坡请教大神一下,坡顶不是平的，就是很随意那种山型，有高有低。技术员在上面钉桩撒的百灰线直线一条，我按线挖的。但是高处刷好后怎么和低处的坡面接不上啊，就是2不在一个平面上，我该怎么办，是不是2不能按他那个线挖，我是该依高处的坡面还是低处的坡面，我虽然表达不清，估计还是有大神明白我这个情况的，技术员可不管那么多。线放好，挖好挖坏是我的事，希望大神点拨一下，感激,18740763210,2017-11-23,,刷 坡 请教 大神 一下 坡 顶 不是 平 的 ， 就是 很 随意 那种 山 型 ， 有 高 有 低 。 技术员 在上面 钉 桩 撒 的 百 灰 线 直线 一条 ， 我 按 线 挖 的 。 但是 高处 刷 好 后 怎么 和 低处 的 坡 面 接 不 上 啊 ， 就是 2 不在 一个 平 面上 ， 我 该 怎么办 ， 是不是 2 不能按 他 那个 线 挖 ， 我 是 该 依 高处 的 坡 面 还是 低处 的 坡 面 ， 我 虽然 表达 不清 ， 估计 还是 有 大神 明白 我 这个 情况 的 ， 技术员 可 不管 那么多 。 线 放好 ， 挖 好 挖 坏 是 我 的 事 ， 希望 大神 点拨 一下 ， 感激
1,608,http://bbs.cehome.com/thread-1145625-1-1.html,挖掘机专区,我爱我挖,【一起来，就现在】大雾迷漫,,野狼劲舞,2017-11-23,,【 一 起来 ， 就 现在 】 大雾 迷漫 
1,609,http://bbs.cehome.com/thread-1145623-1-1.html,挖掘机专区,我爱我挖,日立330机器报警，请教大师傅,左下角红色报警,手机用户cfltvx7,2017-11-23,,日立 330 机器 报警 ， 请教 大师傅 左下角 红色 报警
1,610,http://bbs.cehome.com/thread-1145622-1-1.html,,,,,,,, 
